2021-12-23 11:29:54,584 INFO  [restartedMain] com.neoflex.customer_service.CustomerServiceApplication : Starting CustomerServiceApplication using Java 17.0.1 on NB58-061 with PID 11116 (C:\projects\neoflex-food\customer_service\target\classes started by sryzhkov in C:\projects\neoflex-food)
2021-12-23 11:29:54,592 INFO  [restartedMain] com.neoflex.customer_service.CustomerServiceApplication : No active profile set, falling back to default profiles: default
2021-12-23 11:29:54,677 INFO  [restartedMain] org.springframework.boot.devtools.restart.ChangeableUrls : The Class-Path manifest attribute in C:\Users\sryzhkov\.m2\repository\org\liquibase\liquibase-core\4.3.5\liquibase-core-4.3.5.jar referenced one or more files that do not exist: file:/C:/Users/sryzhkov/.m2/repository/org/liquibase/liquibase-core/4.3.5/commons-cli-1.4.jar,file:/C:/Users/sryzhkov/.m2/repository/org/liquibase/liquibase-core/4.3.5/snakeyaml-1.27.jar
2021-12-23 11:29:54,677 INFO  [restartedMain] org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor : Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2021-12-23 11:29:54,678 INFO  [restartedMain] org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor : For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2021-12-23 11:29:55,828 INFO  [restartedMain] org.springframework.data.repository.config.RepositoryConfigurationDelegate : Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2021-12-23 11:29:55,924 INFO  [restartedMain] org.springframework.data.repository.config.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 78 ms. Found 1 JPA repository interfaces.
2021-12-23 11:29:57,025 INFO  [restartedMain] org.springframework.boot.web.embedded.tomcat.TomcatWebServer : Tomcat initialized with port(s): 8092 (http)
2021-12-23 11:29:57,040 INFO  [restartedMain] org.apache.catalina.core.StandardService : Starting service [Tomcat]
2021-12-23 11:29:57,041 INFO  [restartedMain] org.apache.catalina.core.StandardEngine : Starting Servlet engine: [Apache Tomcat/9.0.54]
2021-12-23 11:29:57,171 INFO  [restartedMain] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] : Initializing Spring embedded WebApplicationContext
2021-12-23 11:29:57,171 INFO  [restartedMain] org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 2492 ms
2021-12-23 11:29:57,326 INFO  [restartedMain] com.zaxxer.hikari.HikariDataSource : HikariPool-1 - Starting...
2021-12-23 11:29:57,617 INFO  [restartedMain] com.zaxxer.hikari.HikariDataSource : HikariPool-1 - Start completed.
2021-12-23 11:29:58,221 INFO  [restartedMain] liquibase.lockservice : Successfully acquired change log lock
2021-12-23 11:29:58,773 INFO  [restartedMain] liquibase.changelog : Reading from public.databasechangelog
2021-12-23 11:29:58,818 INFO  [restartedMain] liquibase.lockservice : Successfully released change log lock
2021-12-23 11:29:58,824 INFO  [restartedMain] liquibase.lockservice : Successfully acquired change log lock
2021-12-23 11:29:58,825 WARN  [restartedMain] liquibase.hub : Skipping auto-registration
2021-12-23 11:29:58,867 INFO  [restartedMain] liquibase.changelog : SQL in file data/init_db.sql executed
2021-12-23 11:29:58,868 INFO  [restartedMain] liquibase.changelog : ChangeSet changelog/v1.0/initial.xml::2::sryzhkov ran successfully in 36ms
2021-12-23 11:29:58,878 INFO  [restartedMain] liquibase.lockservice : Successfully released change log lock
2021-12-23 11:29:58,990 INFO  [restartedMain] org.hibernate.jpa.internal.util.LogHelper : HHH000204: Processing PersistenceUnitInfo [name: default]
2021-12-23 11:29:59,123 INFO  [restartedMain] org.hibernate.Version : HHH000412: Hibernate ORM core version 5.4.32.Final
2021-12-23 11:29:59,291 INFO  [restartedMain] org.hibernate.annotations.common.Version : HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2021-12-23 11:29:59,431 INFO  [restartedMain] org.hibernate.dialect.Dialect : HHH000400: Using dialect: org.hibernate.dialect.PostgreSQL9Dialect
2021-12-23 11:30:00,020 INFO  [restartedMain] org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator : HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2021-12-23 11:30:00,032 INFO  [restartedMain] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean : Initialized JPA EntityManagerFactory for persistence unit 'default'
2021-12-23 11:30:00,442 WARN  [restartedMain] org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration : spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2021-12-23 11:30:00,790 WARN  [restartedMain] org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer : Unable to start LiveReload server
2021-12-23 11:30:00,828 INFO  [restartedMain] org.springframework.boot.web.embedded.tomcat.TomcatWebServer : Tomcat started on port(s): 8092 (http) with context path ''
2021-12-23 11:30:00,840 INFO  [restartedMain] com.neoflex.customer_service.CustomerServiceApplication : Started CustomerServiceApplication in 7.077 seconds (JVM running for 8.223)
2021-12-23 11:32:28,225 INFO  [http-nio-8092-exec-1] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] : Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-12-23 11:32:28,226 INFO  [http-nio-8092-exec-1] org.springframework.web.servlet.DispatcherServlet : Initializing Servlet 'dispatcherServlet'
2021-12-23 11:32:28,228 INFO  [http-nio-8092-exec-1] org.springframework.web.servlet.DispatcherServlet : Completed initialization in 2 ms
2021-12-23 11:32:28,313 INFO  [http-nio-8092-exec-1] com.neoflex.customer_service.controller.RandomController : getOrdersByCustomerId(), customerId = 8d1208fc-f401-496c-9cb8-483fef121234
2021-12-23 11:34:13,729 INFO  [SpringApplicationShutdownHook] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean : Closing JPA EntityManagerFactory for persistence unit 'default'
2021-12-23 11:34:13,733 INFO  [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource : HikariPool-1 - Shutdown initiated...
2021-12-23 11:34:13,740 INFO  [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource : HikariPool-1 - Shutdown completed.
2021-12-23 11:34:19,876 INFO  [restartedMain] com.neoflex.customer_service.CustomerServiceApplication : Starting CustomerServiceApplication using Java 17.0.1 on NB58-061 with PID 18716 (C:\projects\neoflex-food\customer_service\target\classes started by sryzhkov in C:\projects\neoflex-food)
2021-12-23 11:34:19,878 INFO  [restartedMain] com.neoflex.customer_service.CustomerServiceApplication : No active profile set, falling back to default profiles: default
2021-12-23 11:34:19,940 INFO  [restartedMain] org.springframework.boot.devtools.restart.ChangeableUrls : The Class-Path manifest attribute in C:\Users\sryzhkov\.m2\repository\org\liquibase\liquibase-core\4.3.5\liquibase-core-4.3.5.jar referenced one or more files that do not exist: file:/C:/Users/sryzhkov/.m2/repository/org/liquibase/liquibase-core/4.3.5/commons-cli-1.4.jar,file:/C:/Users/sryzhkov/.m2/repository/org/liquibase/liquibase-core/4.3.5/snakeyaml-1.27.jar
2021-12-23 11:34:19,941 INFO  [restartedMain] org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor : Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2021-12-23 11:34:19,941 INFO  [restartedMain] org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor : For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2021-12-23 11:34:20,778 INFO  [restartedMain] org.springframework.data.repository.config.RepositoryConfigurationDelegate : Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2021-12-23 11:34:20,843 INFO  [restartedMain] org.springframework.data.repository.config.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 57 ms. Found 1 JPA repository interfaces.
2021-12-23 11:34:21,639 INFO  [restartedMain] org.springframework.boot.web.embedded.tomcat.TomcatWebServer : Tomcat initialized with port(s): 8092 (http)
2021-12-23 11:34:21,659 INFO  [restartedMain] org.apache.catalina.core.StandardService : Starting service [Tomcat]
2021-12-23 11:34:21,659 INFO  [restartedMain] org.apache.catalina.core.StandardEngine : Starting Servlet engine: [Apache Tomcat/9.0.54]
2021-12-23 11:34:21,761 INFO  [restartedMain] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] : Initializing Spring embedded WebApplicationContext
2021-12-23 11:34:21,762 INFO  [restartedMain] org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 1820 ms
2021-12-23 11:34:21,897 INFO  [restartedMain] com.zaxxer.hikari.HikariDataSource : HikariPool-1 - Starting...
2021-12-23 11:34:22,159 INFO  [restartedMain] com.zaxxer.hikari.HikariDataSource : HikariPool-1 - Start completed.
